Time [s],Velocity [km/h],Acceleration [m/s^2],Battery_Voltage [V]
488.6,58.86358,0.09261,381.56473
488.7,58.94889,0.02253,381.76474
488.8,59.00878,0.10116,381.96473
488.9,59.1109,0.14971,382.14854
489,59.1547,0.15485,382.29856
489.1,59.21875,0.16454,382.46476
489.2,59.25417,0.07146,382.66476
489.3,59.26981,-0.00718,382.84856
489.4,59.24427,-0.08088,382.99851
489.5,59.25572,-0.10941,383.16466
489.6,59.32239,-0.05052,383.36473
489.7,59.30835,-0.01978,383.56477
489.8,59.26148,-0.07681,383.76474
489.9,59.30514,-0.0283,383.96472
490,59.3125,-0.07349,384.16473
490.1,59.287,-0.1168,384.34856
490.2,59.20887,-0.0935,384.49857
490.3,59.25412,-0.18721,384.63239
490.4,59.28537,-0.17899,384.7324
490.5,59.25988,-0.02309,384.8162
490.6,59.16775,-0.00721,384.8662
490.7,59.16446,-0.0557,384.9
490.8,59.13154,-0.09239,384.9
490.9,59.06419,-0.14533,384.9
491,59.01152,-0.07244,384.9
491.1,59.01563,-0.1883,384.9
491.2,58.96298,-0.2083,384.9
491.3,58.9202,-0.16527,384.88379
491.4,58.9178,-0.07353,384.83379
491.5,58.82404,-0.13569,384.81622
491.6,58.80672,-0.10939,384.86622
491.7,58.78125,-0.06939,384.88378
491.8,58.79861,-0.08617,384.83378
491.9,58.7697,-0.22617,384.81622
492,58.74421,-0.29045,384.86623
492.1,58.72278,-0.21569,384.88377
492.2,58.62097,-0.11425,384.83377
492.3,58.62096,-0.02439,384.83246
492.4,58.63304,-0.17254,384.93244
492.5,58.5567,-0.03463,384.98378
492.6,58.54688,-0.08727,384.93378
492.7,58.52544,-0.15463,384.93245
492.8,58.52724,-0.16937,385.03246
492.9,58.4335,-0.13568,385.06754
493,58.36918,-0.09672,384.96755
493.1,58.30852,-0.03568,384.91623
493.2,58.37101,-0.04729,384.96623
493.3,58.28707,-0.07039,385
493.4,58.28708,-0.01464,385
493.5,58.27542,-0.05464,385.01615
493.6,58.23042,-0.08833,385.0662
493.7,58.13855,-0.102,385.06753
493.8,58.16419,-0.11465,384.96752
493.9,58.10353,-0.14833,384.93248
494,58.11915,-0.162,385.03249
494.1,57.99606,-0.12407,385.08376
494.2,58.02934,-0.08629,385.03379
494.3,57.98438,-0.13143,385.0162
494.4,57.95706,-0.03464,385.06623
494.5,57.92773,-0.09996,385.1
494.6,57.88869,-0.13772,385.1
494.7,57.85744,-0.03567,385.13251
494.8,57.82617,-0.07895,385.2325
494.9,57.73438,-0.18934,385.28375
495,57.74023,-0.13668,385.23375
495.1,57.66015,-0.11366,385.21625
495.2,57.60938,-0.14402,385.26623
495.3,57.62112,-0.07466,385.3
495.4,57.49612,-0.08934,385.3
495.5,57.42387,-0.08732,385.3
495.6,57.457,-0.142,385.3
495.7,57.3535,-0.12298,385.31628
495.8,57.37485,-0.10102,385.36629
495.9,57.291,-0.15468,385.38371
496,57.29303,-0.15663,385.33371
496.1,57.2226,-0.08931,385.31629
496.2,57.20516,-0.09372,385.36629
496.3,57.08963,-0.13662,385.36741
496.4,57.04304,-0.07566,385.2674
496.5,57.09375,-0.09373,385.2163
496.6,57.02743,-0.18739,385.2663
496.7,56.95313,-0.21661,385.28371
496.8,56.97258,-0.11757,385.23371
496.9,56.93709,-0.04105,385.21629
497,56.87707,-0.06295,385.2663
497.1,56.82984,-0.04105,385.26738
497.2,56.78884,-0.0693,385.16739
497.3,56.77746,-0.03565,385.1326
497.4,56.75761,-0.06012,385.23262
497.5,56.64015,-0.16716,385.31632
497.6,56.60559,-0.20969,385.36632
497.7,56.60938,-0.15122,385.44895
497.8,56.50162,-0.09431,385.59895
497.9,56.50161,-0.14663,385.73262
498,56.4472,-0.18353,385.8326
498.1,56.37658,-0.11737,385.9
498.2,56.24031,-0.08047,385.9
498.3,56.2554,-0.15888,385.93258
498.4,56.07436,-0.20515,386.03257
498.5,56.07438,-0.17739,386.1
498.6,55.96282,-0.28968,386.1
498.7,55.94938,-0.21887,386.1
498.8,55.85563,-0.10967,386.1
498.9,55.8125,-0.13748,386.11633
499,55.81401,-0.22502,386.16632
499.1,55.73066,-0.16049,386.2
499.2,55.66371,-0.22666,386.2
499.3,55.6213,-0.23268,386.2
499.4,55.55879,-0.17132,386.2
499.5,55.38096,-0.2635,386.2
499.6,55.3966,-0.20351,386.2
499.7,55.34149,-0.18665,386.2
499.8,55.26193,-0.242,386.2
499.9,55.1875,-0.27897,386.21634
500,55.16819,-0.28814,386.26634
500.1,55.07443,-0.15278,386.28366
500.2,55.03723,-0.20353,386.23366
500.3,54.99772,-0.15585,386.21635
500.4,54.94117,-0.23985,386.26635
500.5,54.85339,-0.36181,386.28364
500.6,54.83178,-0.20375,386.23365
500.7,54.6875,-0.26171,386.21635
500.8,54.59375,-0.11288,386.26636
500.9,54.60337,-0.15729,386.3
501,54.55414,-0.11436,386.3
501.1,54.51563,-0.142,386.31635
501.2,54.46998,-0.16054,386.36635
501.3,54.45313,-0.22668,386.38364
501.4,54.35575,-0.29431,386.33364
501.5,54.26325,-0.27873,386.3
501.6,54.25362,-0.22528,386.3
501.7,54.20914,-0.28491,386.31637
501.8,54.04688,-0.202,386.36636
501.9,54.01563,-0.17728,386.49817
502,53.90267,-0.15912,386.7982
502.1,53.83415,-0.24819,387.06548
502.2,53.75602,-0.28675,387.26548
502.3,53.71026,-0.33582,387.49793
502.4,53.54084,-0.34048,387.79705
502.5,53.36534,-0.37581,388.08034
502.6,53.26671,-0.362,388.33024
502.7,53.10334,-0.39851,388.61226
502.8,52.90376,-0.50476,388.96229
502.9,52.74395,-0.54762,389.3765
503,52.50706,-0.5757,389.9265
503.1,52.31352,-0.66904,390.3321
503.2,52.0625,-0.61857,390.43213
503.3,51.79788,-0.72184,390.58037
503.4,51.48791,-0.80435,390.83036
503.5,51.30042,-0.67381,390.98388
503.6,50.99394,-0.73434,390.93371
503.7,50.69102,-0.85663,390.93279
503.8,50.44706,-0.7662,391.0328
503.9,50.16324,-0.79829,391.06719
504,49.82311,-0.80478,390.96719
504.1,49.62848,-0.74348,390.9
504.2,49.3377,-0.78238,390.9
504.3,49.09375,-0.84515,391.31015
504.4,48.81419,-1.1332,392.56021
504.5,48.39515,-1.218,393.46564
504.6,47.99952,-1.25326,393.66565
504.7,47.45148,-1.38441,393.68509
504.8,46.90114,-1.45548,393.33507
504.9,46.50698,-1.32276,393.00148
505,46.02788,-1.44314,392.70148
505.1,45.17018,-1.81255,392.5
505.2,44.63225,-1.39901,392.5
505.3,44.32294,-1.21203,392.46715
505.4,44.01051,-1.51378,392.36715
505.5,43.43212,-1.60859,392.3
505.6,42.77336,-1.40388,392.3
505.7,42.17876,-1.39449,392.28357
505.8,41.75692,-1.338,392.23357
505.9,41.19173,-1.42569,392.21643
506,40.75084,-1.58892,392.26643
506.1,40.18824,-1.44126,392.28357
506.2,39.81051,-1.32244,392.23358
506.3,39.23158,-1.17182,392.21642
506.4,38.87433,-1.05403,392.26642
506.5,38.44607,-1.11403,392.21787
506.6,38.00782,-0.9924,391.96784
506.7,37.6501,-0.88154,391.63564
506.8,37.34703,-0.93586,391.13562
506.9,37.05018,-0.80248,390.76712
507,36.82198,-0.72,390.66711
507.1,36.55249,-0.71399,390.58357
507.2,36.30618,-0.73606,390.5336
507.3,35.97542,-0.78999,390.48362
507.4,35.72207,-0.70798,390.43357
507.5,35.49102,-0.71597,390.36709
507.6,35.21593,-0.78194,390.26709
507.7,34.97206,-0.72193,390.13418
507.8,34.75323,-0.64989,389.93418
507.9,34.60022,-0.57398,389.61899
508,34.29401,-0.48771,389.06896
508.1,34.15337,-0.34408,388.6177
508.2,34.04402,-0.39397,388.3677
508.3,33.92804,-0.37397,388.16708
508.4,33.80633,-0.34199,388.06707
508.5,33.6468,-0.2588,387.88473
508.6,33.63118,-0.14994,387.53478
508.7,33.5814,-0.10391,387.26709
508.8,33.46875,-0.09214,387.16708
508.9,33.4375,-0.14996,387.1
509,33.36557,-0.122,387.1
509.1,33.38149,-0.13406,387.05058
509.2,33.3125,-0.1258,386.90056
509.3,33.28745,-0.07215,386.8
509.4,33.2659,-0.12995,386.8
509.5,33.21875,-0.09599,386.73408
509.6,33.1875,-0.0639,386.53408
509.7,33.13442,-0.022,386.43296
509.8,33.16889,-0.022,386.53297
509.9,33.13441,-0.01596,386.53408
510,33.10938,0.01008,386.33413
510.1,33.02806,0.05008,386.18354
510.2,33.02504,0.03572,386.13352
510.3,32.98438,-0.02575,386.06704
510.4,32.9375,0.03388,385.96709
510.5,32.97815,0.00808,385.85065
510.6,32.96253,0.05987,385.70055
510.7,33.00623,0.00592,385.5835
510.8,33.03125,0.03235,385.5335
510.9,33.0718,0.14592,385.467
511,33.14063,0.09386,385.36701
511.1,33.1875,0.07421,385.3
511.2,33.23122,0.14593,385.3
511.3,33.28125,0.13005,385.26698
511.4,33.31561,0.18214,385.16698
511.5,33.36554,0.21392,385.11651
511.6,33.375,0.25416,385.16651
511.7,33.38125,0.37378,385.1835
511.8,33.45937,0.1622,385.1335
511.9,33.54376,0.17566,385.11649
512,33.60623,0.12032,385.1665
512.1,33.64688,0.20592,385.16698
512.2,33.67814,0.15985,385.06698
512.3,33.68129,0.15429,385.01649
512.4,33.73438,0.21383,385.06643
512.5,33.78125,0.09775,385.1
512.6,33.85629,-0.00568,385.1
512.7,33.89063,0.08405,385.1
512.8,33.94377,0.11616,385.1
512.9,33.9781,0.18218,385.08347
513,34.01563,0.18968,385.03346
513.1,34.06557,0.06,385
513.2,34.07813,0.09611,385
513.3,34.13128,0.26589,384.96744
513.4,34.14692,0.23197,384.86713
513.5,34.17188,0.17003,384.76693
513.6,34.23132,0.13608,384.66693
513.7,34.28754,0.29845,384.58346
513.8,34.32486,0.25194,384.53346
513.9,34.38433,0.23194,384.48346
514,34.49698,0.23011,384.43346
514.1,34.53755,0.26406,384.36693
514.2,34.6313,0.27194,384.26692
514.3,34.73135,0.30589,384.15038
514.4,34.89093,0.36819,384.00039
514.5,35.02193,0.28758,383.85039
514.6,35.1127,0.32023,383.70036
514.7,35.24369,0.28555,383.55033
514.8,35.38131,0.38413,383.40032
514.9,35.5532,0.35007,383.31657
515,35.63764,0.34787,383.36657
515.1,35.82813,0.35211,383.38344
515.2,35.95611,0.29055,383.33344
515.3,36.08146,0.30764,383.31652
515.4,36.20313,0.41836,383.36639
515.5,36.31883,0.43805,383.4163
515.6,36.46241,0.27561,383.4663
515.7,36.57813,0.29839,383.5163
515.8,36.71582,0.26954,383.5663
515.9,36.80664,0.28993,383.61631
516,36.95313,0.276,383.66631
516.1,37.04052,0.28207,383.7
516.2,37.19337,0.27838,383.7
516.3,37.29688,0.23193,383.71631
516.4,37.40969,0.19982,383.76631
516.5,37.50979,0.19369,383.81632
516.6,37.63771,0.22799,383.86632
516.7,37.73438,0.16052,383.93263
516.8,37.8472,0.22156,384.03264
516.9,37.93404,0.138,384.13264
517,38.04051,0.1623,384.23265
517.1,38.13137,0.19977,384.33265
517.2,38.21587,0.14584,384.43266
517.3,38.26563,0.10585,384.56532
517.4,38.29688,0.07193,384.76532
517.5,38.36863,0.04589,384.99794
517.6,38.41263,0.00585,385.29782
517.7,38.43465,0.00835,385.53259
517.8,38.45663,0.0294,385.63264
517.9,38.48153,-0.06377,385.74901
518,38.45313,-0.02808,385.89901
518.1,38.43467,-0.03592,386.03268
518.2,38.43466,-0.05239,386.13268
518.3,38.3686,-0.14631,386.36341
518.4,38.35938,-0.21411,386.86343
518.5,38.31541,-0.242,387.21634
518.6,38.1811,-0.22376,387.26633
518.7,38.09017,-0.22396,387.3
518.8,37.96533,-0.30237,387.3
518.9,37.85938,-0.27963,387.3
519,37.74078,-0.32,387.3
519.1,37.74079,-0.24762,387.36539
519.2,37.55326,-0.19081,387.56541
519.3,37.49636,-0.48253,387.96172
519.4,37.22153,-0.59822,388.76184
519.5,37.00553,-0.73634,389.57833
519.6,36.69677,-0.958,390.42846
519.7,36.37719,-0.958,391.03277
519.8,36.06066,-0.97627,391.13276
519.9,35.75825,-0.99969,391.16724
520,35.42742,-0.9159,391.06723
520.1,35.07442,-0.86213,391
520.2,34.71781,-0.93357,391
520.3,34.39335,-0.92074,391
520.4,34.09545,-0.93315,391
520.5,33.70213,-0.79438,390.9836
520.6,33.43648,-0.93022,390.9336
520.7,33.0982,-0.95189,390.9
520.8,32.80228,-0.94411,390.9
520.9,32.45851,-0.93966,390.9
521,32.09914,-0.898,390.9
521.1,31.77102,-0.90411,390.86718
521.2,31.40518,-0.93023,390.76717
521.3,31.16178,-0.99469,390.7
521.4,30.81141,-1.00461,390.7
521.5,30.48706,-0.84412,390.68358
521.6,30.20579,-0.86412,390.63358
521.7,29.88047,-0.88412,390.6
521.8,29.56516,-0.93472,390.6
521.9,29.26444,-0.9874,390.58357
522,28.89594,-0.93024,390.53357
522.1,28.56801,-0.9274,390.5
522.2,28.24253,-0.858,390.5
522.3,27.88292,-0.858,390.5
522.4,27.5639,-0.87637,390.5
522.5,27.21131,-0.93025,390.53287
522.6,26.84901,-0.96412,390.63287
522.7,26.50799,-0.99025,390.7
522.8,26.18235,-1.14605,390.7
522.9,25.83998,-1.30792,390.73288
523,25.46224,-1.04864,390.83289
523.1,25.11458,-1.14251,390.94934
523.2,24.59375,-1.22864,391.09934
523.3,24.142,-1.298,391.21645
523.4,23.63535,-1.38319,391.26645
523.5,23.23044,-1.52696,391.31646
523.6,22.77731,-1.42826,391.36646
523.7,22.30865,-1.41925,391.36709
523.8,21.84496,-1.31208,391.26708
523.9,21.27078,-1.24573,391.15062
524,20.83039,-1.34619,391.00061
524.1,20.38666,-1.50782,390.78475
524.2,19.88409,-1.1321,390.43475
524.3,19.46476,-1.03618,390.1506
524.4,19.12355,-1.16597,390.0006
524.5,18.74601,-1.01935,389.81765
524.6,18.38408,-1.10275,389.56763
524.7,18.09635,-0.89879,389.36705
524.8,17.83317,-0.72552,389.26704
524.9,17.50252,-0.81778,389.2
525,17.18096,-0.93045,389.2
525.1,16.92694,-0.81485,389.16704
525.2,16.61188,-0.90414,389.06703
525.3,16.27469,-0.8326,388.95054
525.4,16.00766,-0.63386,388.80054
525.5,15.7709,-0.61386,388.60106
525.6,15.59878,-0.6,388.30106
525.7,15.39969,-0.57543,388.1
525.8,15.26563,-0.52614,388.1
525.9,15.12344,-0.53386,388.0835
526,14.98438,-0.49545,388.0335
526.1,14.7722,-0.48295,388
526.2,14.65215,-0.53088,388
526.3,14.52466,-0.39543,387.9835
526.4,14.3528,-0.35842,387.9335
526.5,14.15502,-0.43684,387.9
526.6,14.02221,-0.47086,387.9
526.7,13.8462,-0.37229,387.88349
526.8,13.66774,-0.41843,387.83349
526.9,13.50244,-0.45386,387.8
527,13.36185,-0.42771,387.8
527.1,13.18995,-0.39385,387.8
527.2,13.02465,-0.39844,387.8
527.3,12.8552,-0.43385,387.81652
527.4,12.65211,-0.39541,387.86652
527.5,12.4868,-0.37075,387.9
527.6,12.38641,-0.43385,387.9
527.7,12.08957,-0.4323,387.91653
527.8,11.86425,-0.48459,387.96653
527.9,11.65207,-0.5523,388.01653
528,11.38642,-0.60461,388.06653
528.1,11.12314,-0.61694,388.08347
528.2,10.83303,-0.51385,388.03347
528.3,10.55171,-0.53692,388
528.4,10.27038,-0.60154,388
528.5,10.00901,-0.57846,388
528.6,9.73916,-0.58922,388
528.7,9.45127,-0.54463,387.98346
528.8,9.1454,-0.59384,387.93346
528.9,8.85767,-0.59232,387.88346
529,8.57389,-0.58305,387.83346
529.1,8.33952,-0.43841,387.7669
529.2,8.12969,-0.30616,387.66691
529.3,7.93331,-0.31385,387.58345
529.4,7.74574,-0.28154,387.53345
529.5,7.60274,-0.26465,387.5
529.6,7.47106,-0.28919,387.5
529.7,7.31483,-0.20152,387.46689
529.8,7.21209,-0.14213,387.36688
529.9,7.11835,-0.10817,387.3
530,7.0625,-0.12817,387.3
530.1,7.00898,-0.12967,387.26686
530.2,6.96208,-0.0342,387.16686
530.3,6.90625,0.10567,387.08343
530.4,6.92854,0.09651,387.03343
530.5,6.96875,0.17501,386.96685
530.6,7.04688,0.2765,386.86684
530.7,7.16959,0.32417,386.76684
530.8,7.3125,0.338,386.66683
530.9,7.45084,0.338,386.58341
531,7.6294,0.33183,386.53341
531.1,7.80129,0.29948,386.5
531.2,7.94419,0.23948,386.5
531.3,8.09151,0.198,386.5166
531.4,8.21652,0.198,386.5666
531.5,8.33481,0.18565,386.6166
531.6,8.45982,0.18271,386.66661
531.7,8.63169,0.25653,386.71661
531.8,8.77901,0.2671,386.76661
531.9,8.92188,0.18564,386.76678
532,9.04467,0.13946,386.66678
532.1,9.17638,0.12273,386.46711
532.2,9.32371,0.25772,386.06709
532.3,9.5603,0.54107,385.60061
532.4,9.85047,0.60349,385.00058
532.5,10.19651,0.38439,384.4338
532.6,10.81941,0.84197,383.9338
532.7,11.45785,1.16391,383.38393
532.8,12.08721,1.46637,382.7339
532.9,12.69447,1.48162,382.25012
533,13.18773,1.44162,382.10012
533.1,13.83294,1.27168,381.98337
533.2,14.35079,0.98494,381.93337
533.3,14.8039,1.01748,382.03309
533.4,15.20313,0.94776,382.43311
533.5,15.63847,0.87567,382.71664
533.6,15.87748,0.68696,382.76664
533.7,16.23899,0.68787,382.86656
533.8,16.48438,0.536,383.06657
533.9,16.80826,0.55457,383.16671
534,17.15872,0.65795,383.0667
534.1,17.49113,0.82078,382.8002
534.2,17.99579,0.94973,382.2002
534.3,18.51352,1.10161,381.63349
534.4,19.02287,1.0678,381.13347
534.5,19.56085,1.09119,380.68341
534.6,20.15673,1.174,380.33339
534.7,20.76614,1.27254,379.96671
534.8,21.44481,1.47402,379.56669
534.9,21.94951,1.4402,379.25
535,22.55888,1.4478,379.09999
535.1,23.18392,1.47679,378.95
535.2,23.80007,1.5168,378.80005
535.3,24.35527,1.3878,378.65006
535.4,24.95783,1.36159,378.50001
535.5,25.46924,1.35262,378.4
535.6,26.0319,1.40641,378.4
535.7,26.62567,1.39055,378.33329
535.8,27.18341,1.30642,378.13327
535.9,27.77313,1.31538,377.98332
536,28.27788,1.28021,377.93332
536.1,28.84242,1.34306,377.83326
536.2,29.38256,1.42778,377.63326
536.3,29.89819,1.41686,377.5
536.4,30.31124,1.48157,377.5
536.5,30.86618,1.37052,377.44993
536.6,31.36088,1.29264,377.29998
536.7,31.95186,1.37688,377.09998
536.8,32.449,1.45957,376.79989
536.9,32.9608,1.42641,376.56661
537,33.47842,1.41959,376.46662
537.1,34.01652,1.432,376.38331
537.2,34.52728,1.38289,376.3333
537.3,35.00287,1.23047,376.2833
537.4,35.43453,1.1962,376.2333
537.5,35.9364,1.334,376.2
537.6,36.41595,1.2905,376.2
537.7,36.9541,1.26183,376.16658
537.8,37.36034,1.36907,376.06659
537.9,37.70116,1.218,376.38425
538,38.26472,1.12511,377.53437
538.1,38.79765,1.10062,378.41701
538.2,39.09659,0.85105,378.76703
538.3,39.40625,0.76223,379.18394
538.4,39.60743,0.70754,379.73399
538.5,39.83497,0.556,380.16692
538.6,40.02053,0.556,380.36693
538.7,40.24618,0.56223,380.48327
538.8,40.51179,0.69999,380.43327
538.9,40.63186,0.86246,380.31632
539,40.85061,0.69638,380.06631
539.1,41.09871,0.83722,379.66563
539.2,41.41124,0.76847,378.96559
539.3,41.77936,0.78353,378.19857
539.4,41.98746,0.87383,377.29853
539.5,42.31366,1.09658,376.5995
539.6,42.77565,1.07012,376.2995
539.7,43.24812,1.16282,376.01625
539.8,43.64377,1.06905,375.76623
539.9,44.00811,1.02648,375.61676
540,44.44757,1.14134,375.66676
540.1,44.91627,1.25913,375.75027
540.2,45.32256,1.05033,375.90028
540.3,45.75318,0.90407,376.3017
540.4,46.1107,0.83144,377.20174
540.5,46.41623,0.75862,378.05148
540.6,46.72379,0.54019,378.80148
540.7,46.94072,0.70851,379.53472
540.8,47.14245,0.44479,380.23476
540.9,47.23438,0.28296,380.95155
541,47.44254,0.02804,381.70155
541.1,47.60247,0.06726,382.30063
541.2,47.57305,0.17182,382.60064
541.3,47.61299,-0.12275,382.96776
541.4,47.73078,0.1792,383.46778
541.5,47.85938,-0.03453,383.83356
541.6,47.81764,0.13302,383.93357
541.7,47.83325,0.06552,384.06714
541.8,47.89754,0.01301,384.26714
541.9,47.93058,-0.03575,384.48393
542,47.96183,-0.022,384.73394
542.1,48.09552,-0.0095,384.95037
542.2,48.13886,-0.01326,385.10038
542.3,48.18057,-0.06949,385.25039
542.4,48.14932,-0.11702,385.40039
542.5,48.06427,-0.22574,385.68475
542.6,48.10243,-0.16455,386.23478
542.7,48.13887,-0.31389,386.5664
542.8,48.09724,-0.33437,386.46639
542.9,48.02607,-0.34639,386.50083
543,47.92362,-0.37559,386.80083
543.1,47.88887,-0.34641,387.03361
543.2,47.9514,-0.4,387.13362
543.3,47.89063,-0.38748,387.2
543.4,47.80555,-0.35374,387.2
543.5,47.80383,-0.34,387.18319
543.6,47.69094,-0.30931,387.13319
543.7,47.61633,-0.23574,387.1
543.8,47.60241,-0.23453,387.1
543.9,47.6875,-0.30522,387.11682
544,47.52598,-0.38747,387.16682
544.1,47.47044,-0.33556,387.23365
544.2,47.51392,-0.33777,387.33366
544.3,47.32284,-0.43494,387.50099
544.4,47.30021,-0.38,387.801
544.5,47.26036,-0.41135,387.98316
544.6,47.23605,-0.44866,387.93316
544.7,47.25,-0.40508,387.93367
544.8,47.15095,-0.44118,388.03365
544.9,47.11802,-0.4,388.13365
545,47.03823,-0.469,388.23367
545.1,46.96011,-0.55722,388.3
545.2,46.85239,-0.55185,388.3
545.3,46.73273,-0.73961,388.31676
545.4,46.81086,-0.44542,388.36682
545.5,46.9046,-0.35045,388.34945
545.6,46.7015,-0.46232,388.19946
545.7,46.49466,-0.26135,388.04946
545.8,46.55178,-0.15191,387.89944
545.9,46.51563,-0.48,387.59775
546,46.41161,-0.47372,386.99778
546.1,46.3125,-0.38523,386.6
546.2,46.375,-0.23456,386.6
546.3,46.35033,-0.28021,386.5494
546.4,46.36798,-0.25163,386.39939
546.5,46.34534,-0.10829,386.24939
546.6,46.40954,-0.09058,386.09939
546.7,46.45852,-0.03446,385.88192
546.8,46.5453,-0.04982,385.53193
546.9,46.625,-0.07684,385.28313
547,46.67188,-0.19591,385.23312
547.1,46.69999,-0.13325,385.14936
547.2,46.80936,-0.05858,384.99937
547.3,46.9047,-0.10543,384.9
547.4,46.9914,-0.05249,384.9
547.5,46.96875,-0.06103,384.91689
547.6,47.10784,0.19946,384.96688
547.7,47.41728,0.3483,384.86491
547.8,47.46875,0.00302,384.46489
547.9,47.39063,-0.0303,384.23377
548,47.55238,0.22018,384.33376
548.1,47.67438,0.34046,384.36624
548.2,47.9914,0.26209,384.26622
548.3,48.13206,-0.01754,384.21689
548.4,48.22884,0.08082,384.26689
548.5,48.31805,0.178,384.33379
548.6,48.59076,0.09237,384.43381
548.7,48.71725,-0.10812,384.46619
548.8,48.70461,-0.06692,384.3662
548.9,48.67748,0.06412,384.3338
549,48.81807,0.08412,384.43382
549.1,49.06103,0.098,384.48309
549.2,49.16061,0.03679,384.43309
549.3,49.09375,-0.10812,384.41691
549.4,49.07361,0.01212,384.46691
549.5,49.27124,0.237,384.48308
549.6,49.35668,-0.0155,384.43308
549.7,49.47584,-0.15137,384.38308
549.8,49.54544,-0.082,384.33308
549.9,49.58941,-0.02685,384.33384
550,49.66478,0.04286,384.43385
550.1,49.71307,-0.06974,384.5
550.2,49.76139,0.05544,384.5
550.3,49.8125,0.276,384.48306
550.4,49.79545,0.23985,384.43306
550.5,49.83097,0.10281,384.38306
550.6,49.86789,-0.08331,384.33306
550.7,49.94315,-0.12391,384.31694
